"","date","home","away","scorehome","scoreaway","gcode","nrow.outdata."
"584","December,30,2017","OTT","BOS",0,5,20587,59
"585","December,30,2017","FLA","MTL",2,0,20588,71
"586","December,30,2017","WSH","N.J",5,2,20589,62
"587","December,30,2017","STL","CAR",3,2,20590,54
"588","December,30,2017","NSH","MIN",3,0,20591,58
"589","December,30,2017","VAN","L.A",3,4,20592,61
"590","December,31,2017","VGK","TOR",6,3,20593,54
"591","December,31,2017","CBJ","T.B",0,5,20594,56
"592","December,31,2017","DET","PIT",4,1,20595,61
"593","December,31,2017","DAL","S.J",6,0,20596,58
"594","December,31,2017","COL","NYI",6,1,20597,76
"595","December,31,2017","ANA","ARI",5,2,20598,51
"596","December,31,2017","CGY","CHI",4,3,20599,76
"597","December,31,2017","EDM","WPG",0,5,20600,73
"598","January,1,2018","BUF","NYR",2,3,20601,75
"599","January,2,2018","TOR","T.B",0,2,20602,65
"600","January,2,2018","NYI","BOS",1,5,20603,64
"601","January,2,2018","PHI","PIT",1,5,20604,53
"602","January,2,2018","CAR","WSH",4,5,20605,64
"603","January,2,2018","MTL","S.J",1,4,20606,64
"604","January,2,2018","STL","N.J",3,2,20607,59
"605","January,2,2018","MIN","FLA",5,1,20608,67
"606","January,2,2018","DAL","CBJ",1,2,20609,48
"607","January,2,2018","COL","WPG",3,2,20610,70
"608","January,2,2018","EDM","L.A",0,5,20611,65
"609","January,2,2018","VAN","ANA",0,5,20612,58
"610","January,2,2018","VGK","NSH",3,0,20613,60
"611","January,3,2018","DET","OTT",2,1,20614,69
"612","January,3,2018","NYR","CHI",2,5,20615,60
"613","January,4,2018","TOR","S.J",3,2,20617,73
"614","January,4,2018","PHI","NYI",6,4,20618,63
"615","January,4,2018","PIT","CAR",0,4,20619,54
"616","January,4,2018","MTL","T.B",2,1,20620,88
"617","January,4,2018","STL","VGK",2,1,20621,72
"618","January,4,2018","MIN","BUF",6,2,20622,58
"619","January,4,2018","DAL","N.J",4,3,20623,75
"620","January,4,2018","COL","CBJ",2,0,20624,66
"621","January,4,2018","CGY","L.A",4,3,20625,72
"622","January,4,2018","EDM","ANA",2,1,20626,71
"623","January,4,2018","ARI","NSH",3,2,20627,64
"624","January,5,2018","NYI","PIT",0,4,20628,69
"625","January,5,2018","OTT","S.J",6,5,20629,78
"626","January,5,2018","DET","FLA",4,2,20630,59
"627","January,5,2018","WPG","BUF",4,3,20631,58
"628","January,5,2018","CHI","VGK",4,5,20632,75
"629","January,6,2018","PHI","STL",6,3,20633,70
"630","January,6,2018","DAL","EDM",5,1,20634,71
"631","January,6,2018","COL","MIN",7,2,20635,74
"632","January,6,2018","BOS","CAR",7,1,20636,58
"633","January,6,2018","TOR","VAN",3,2,20637,78
"634","January,6,2018","OTT","T.B",6,3,20638,81
"635","January,6,2018","ARI","NYR",1,2,20639,69
"636","January,6,2018","CGY","ANA",3,2,20640,60
"637","January,6,2018","L.A","NSH",3,4,20641,49
"638","January,7,2018","NYI","N.J",5,4,20642,90
"639","January,7,2018","PHI","BUF",4,1,20643,60
"640","January,7,2018","WSH","STL",4,3,20644,67
"641","January,7,2018","CHI","EDM",4,1,20645,62
"642","January,7,2018","WPG","S.J",4,1,20646,62
"643","January,7,2018","CBJ","FLA",3,2,20647,105
"644","January,7,2018","MTL","VAN",5,2,20648,81
"645","January,7,2018","DET","T.B",2,5,20649,60
"646","January,7,2018","PIT","BOS",6,5,20650,60
"647","January,7,2018","VGK","NYR",2,1,20651,63
"648","January,8,2018","TOR","CBJ",2,3,20652,70
"649","January,9,2018","BUF","WPG",4,7,20653,71
"650","January,9,2018","WSH","VAN",3,1,20654,74
"651","January,9,2018","OTT","CHI",2,8,20655,70
"652","January,9,2018","T.B","CAR",5,4,20656,66
"653","January,9,2018","STL","FLA",4,7,20657,66
"654","January,9,2018","NSH","EDM",2,1,20658,50
"655","January,9,2018","MIN","CGY",2,3,20659,64
"656","January,10,2018","TOR","OTT",3,4,20660,80
"657","January,10,2018","CHI","MIN",1,2,20661,62
"658","January,11,2018","BUF","CBJ",3,1,20662,74
"659","January,11,2018","WSH","CAR",1,3,20663,61
"660","January,11,2018","T.B","CGY",1,5,20664,58
"661","January,12,2018","CBJ","VAN",2,5,20665,58
"662","January,12,2018","FLA","CGY",2,4,20666,72
"663","January,12,2018","CAR","WSH",3,4,20667,66
"664","January,12,2018","CHI","WPG",2,1,20668,59
"665","January,12,2018","ARI","EDM",2,4,20669,49
"666","January,13,2018","NYR","NYI",2,7,20670,76
"667","January,13,2018","PIT","DET",4,1,20671,66
"668","January,13,2018","MTL","BOS",3,4,20672,69
"669","January,13,2018","N.J","PHI",3,5,20673,54
"670","January,13,2018","MIN","WPG",4,1,20674,74
"671","January,13,2018","DAL","COL",1,4,20675,51
"672","January,13,2018","VGK","EDM",2,3,20676,66
"673","January,13,2018","L.A","ANA",2,4,20677,47
"674","January,13,2018","S.J","ARI",6,5,20678,65
"675","January,14,2018","PIT","NYR",5,2,20679,75
"676","January,14,2018","CAR","CGY",1,4,20680,69
"677","January,14,2018","CHI","DET",0,4,20681,53
"678","January,14,2018","MIN","VAN",2,3,20682,48
"679","January,15,2018","BOS","DAL",2,3,20683,64
"680","January,15,2018","COL","ANA",3,1,20684,63
"681","January,15,2018","L.A","S.J",1,4,20685,69
"682","January,15,2018","MTL","NYI",4,5,20686,80
"683","January,16,2018","TOR","STL",1,2,20687,73
"684","January,16,2018","NYI","N.J",1,4,20688,68
"685","January,16,2018","NYR","PHI",5,1,20689,55
"686","January,16,2018","DET","DAL",2,4,20690,41
"687","January,16,2018","NSH","VGK",1,0,20691,70
"688","January,16,2018","ARI","S.J",2,3,20692,57
"689","January,17,2018","BOS","MTL",4,1,20693,54
"690","January,17,2018","ANA","PIT",5,3,20694,66
"691","January,18,2018","N.J","WSH",4,3,20695,51
"692","January,18,2018","NYI","BOS",2,5,20696,58
"693","January,18,2018","NYR","BUF",4,3,20697,71
"694","January,18,2018","PHI","TOR",3,2,20698,68
"695","January,18,2018","CBJ","DAL",2,1,20699,67
"696","January,18,2018","OTT","STL",1,4,20700,58
"697","January,18,2018","T.B","VGK",1,4,20701,59
"698","January,18,2018","NSH","ARI",3,2,20702,76
"699","January,18,2018","COL","S.J",5,3,20703,70
"700","January,18,2018","L.A","PIT",1,3,20704,60
"701","January,19,2018","FLA","VGK",4,3,20705,62
"702","January,19,2018","WSH","MTL",2,3,20706,52
"703","January,19,2018","ANA","L.A",2,1,20707,55
"704","January,20,2018","BUF","DAL",1,7,20708,59
"705","January,20,2018","PHI","N.J",3,1,20709,60
"706","January,20,2018","COL","NYR",3,1,20710,65
"707","January,20,2018","CGY","WPG",1,2,20711,70
"708","January,20,2018","MTL","BOS",1,4,20712,56
"709","January,20,2018","OTT","TOR",3,4,20713,51
"710","January,20,2018","DET","CAR",1,3,20714,54
"711","January,20,2018","STL","ARI",2,5,20715,71
"712","January,20,2018","NSH","FLA",4,3,20716,69
"713","January,20,2018","S.J","PIT",2,1,20717,68
"714","January,20,2018","CHI","NYI",3,7,20718,85
"715","January,20,2018","MIN","T.B",5,2,20719,58
"716","January,20,2018","EDM","VAN",5,2,20720,62
"717","January,21,2018","WSH","PHI",1,2,20721,51
"718","January,21,2018","CAR","VGK",1,5,20722,61
"719","January,21,2018","WPG","VAN",1,0,20723,65
"720","January,21,2018","ANA","S.J",2,6,20724,61
"721","January,21,2018","L.A","NYR",4,2,20725,53
"722","January,22,2018","TOR","COL",2,4,20726,58
"723","January,22,2018","N.J","DET",0,3,20727,67
"724","January,22,2018","MIN","OTT",3,1,20728,74
"725","January,22,2018","CHI","T.B",0,2,20729,71
"726","January,22,2018","CGY","BUF",1,2,20730,66
"727","January,22,2018","ARI","NYI",3,2,20731,67
"728","January,23,2018","BOS","N.J",3,2,20732,63
"729","January,23,2018","PIT","CAR",3,1,20733,68
"730","January,23,2018","MTL","COL",4,2,20734,62
"731","January,23,2018","DET","PHI",2,3,20735,52
"732","January,23,2018","STL","OTT",3,0,20736,66
"733","January,23,2018","NSH","T.B",3,4,20737,64
"734","January,23,2018","DAL","FLA",6,1,20738,73
"735","January,23,2018","EDM","BUF",0,5,20739,67
"736","January,23,2018","VAN","L.A",6,2,20740,67
"737","January,23,2018","VGK","CBJ",6,3,20741,70
"738","January,23,2018","ANA","NYR",6,3,20742,75
"739","January,23,2018","S.J","WPG",4,5,20743,56
"740","January,24,2018","CHI","TOR",2,3,20744,72
"741","January,24,2018","CGY","L.A",1,2,20745,58
"742","January,25,2018","N.J","NSH",0,3,20746,54
"743","January,25,2018","PHI","T.B",1,5,20747,59
"744","January,25,2018","PIT","MIN",6,3,20748,65
"745","January,25,2018","MTL","CAR",5,6,20749,60
"746","January,25,2018","OTT","BOS",2,3,20750,67
"747","January,25,2018","DET","CHI",1,5,20751,52
"748","January,25,2018","FLA","WSH",2,4,20752,80
"749","January,25,2018","STL","COL",3,1,20753,71
"750","January,25,2018","DAL","TOR",1,4,20754,69
"751","January,25,2018","EDM","CGY",4,3,20755,80
"752","January,25,2018","ARI","CBJ",1,2,20756,66
"753","January,25,2018","VAN","BUF",0,4,20757,56
"754","January,25,2018","VGK","NYI",1,2,20758,64
"755","January,25,2018","ANA","WPG",4,3,20759,74
"756","January,25,2018","S.J","NYR",5,6,20760,57
"757","January,30,2018","BOS","ANA",1,3,20761,58
"758","January,30,2018","BUF","N.J",1,3,20762,56
"759","January,30,2018","NYI","FLA",1,4,20763,73
"760","January,30,2018","PIT","S.J",5,2,20764,73
"761","January,30,2018","CAR","OTT",2,1,20765,69
"762","January,30,2018","CBJ","MIN",2,3,20766,81
"763","January,30,2018","STL","MTL",3,1,20767,65
"764","January,30,2018","NSH","CHI",1,2,20768,74
"765","January,30,2018","WPG","T.B",3,1,20769,61
"766","January,30,2018","DAL","L.A",0,3,20770,70
"767","January,30,2018","CGY","VGK",2,4,20771,68
"768","January,30,2018","VAN","COL",4,3,20772,56
"769","January,31,2018","TOR","NYI",5,0,20773,78
"770","January,31,2018","DET","S.J",2,1,20774,88
"771","January,31,2018","WSH","PHI",5,3,20775,55
"772","February,1,2018","BOS","STL",3,1,20776,79
"773","February,1,2018","BUF","FLA",2,4,20777,64
"774","February,1,2018","N.J","PHI",4,3,20778,47
"775","February,1,2018","NYR","TOR",0,4,20779,57
"776","February,1,2018","CAR","MTL",2,0,20780,57
"777","February,1,2018","OTT","ANA",2,1,20781,63
"778","February,1,2018","NSH","L.A",5,0,20782,55
"779","February,1,2018","WPG","VGK",2,3,20783,59
"780","February,1,2018","CGY","T.B",4,7,20784,77
"781","February,1,2018","EDM","COL",3,4,20785,63
"782","February,1,2018","ARI","DAL",1,4,20786,43
"783","February,1,2018","VAN","CHI",4,2,20787,49
"784","February,2,2018","PIT","WSH",7,4,20788,72
"785","February,2,2018","CAR","DET",1,4,20789,75
"786","February,2,2018","CBJ","S.J",1,3,20790,57
"787","February,2,2018","MIN","VGK",5,2,20791,60
"788","February,3,2018","MTL","ANA",5,2,20792,74
"789","February,3,2018","PHI","OTT",3,4,20793,74
"790","February,3,2018","BOS","TOR",4,1,20794,54
"791","February,3,2018","BUF","STL",0,1,20795,60
"792","February,3,2018","FLA","DET",3,2,20796,61
"793","February,3,2018","N.J","PIT",3,1,20797,54
"794","February,3,2018","NYI","CBJ",4,3,20798,87
"795","February,3,2018","WPG","COL",3,0,20799,57
"796","February,3,2018","NSH","NYR",5,2,20800,50
"797","February,3,2018","DAL","MIN",6,1,20801,69
"798","February,3,2018","CGY","CHI",4,3,20802,67
"799","February,3,2018","VAN","T.B",2,4,20803,61
"800","February,3,2018","L.A","ARI",6,0,20804,62
"801","February,4,2018","WSH","VGK",3,4,20805,54
"802","February,4,2018","MTL","OTT",4,1,20806,61
"803","February,4,2018","CAR","S.J",1,3,20807,56
"804","February,5,2018","TOR","ANA",7,4,20808,84
"805","February,5,2018","NYI","NSH",4,5,20809,75
"806","February,5,2018","DAL","NYR",2,1,20810,73
"807","February,5,2018","EDM","T.B",6,2,20811,69
"808","February,6,2018","BUF","ANA",3,4,20812,67
"809","February,6,2018","PIT","VGK",5,4,20813,63
"810","February,6,2018","CAR","PHI",1,2,20814,58
"811","February,6,2018","CBJ","WSH",2,3,20815,64
"812","February,6,2018","OTT","N.J",5,3,20816,65
"813","February,6,2018","DET","BOS",2,3,20817,59
"814","February,6,2018","FLA","VAN",3,1,20818,68
"815","February,6,2018","STL","MIN",2,6,20819,57
"816","February,6,2018","WPG","ARI",4,3,20820,47
"817","February,6,2018","CHI","CGY",2,3,20821,59
"818","February,6,2018","COL","S.J",3,1,20822,59
"819","February,7,2018","TOR","NSH",3,2,20823,90
"820","February,7,2018","NYR","BOS",1,6,20824,56
"821","February,7,2018","L.A","EDM",5,2,20825,55
"822","February,8,2018","BUF","NYI",4,3,20826,51
"823","February,8,2018","N.J","CGY",2,3,20827,57
"824","February,8,2018","PHI","MTL",5,3,20828,56
"825","February,8,2018","OTT","NSH",4,3,20829,74
"826","February,8,2018","T.B","VAN",5,2,20830,65
"827","February,8,2018","STL","COL",6,1,20831,55
"828","February,8,2018","MIN","ARI",3,4,20832,68
"829","February,8,2018","CHI","DAL",2,4,20833,69
"830","February,8,2018","S.J","VGK",3,5,20834,71
"831","February,9,2018","NYI","DET",7,6,20835,68
"832","February,9,2018","NYR","CGY",4,3,20836,74
"833","February,9,2018","WSH","CBJ",4,2,20837,54
"834","February,9,2018","FLA","L.A",1,3,20838,62
"835","February,9,2018","CAR","VAN",4,1,20839,55
"836","February,9,2018","WPG","STL",2,5,20840,49
"837","February,9,2018","DAL","PIT",4,3,20841,77
"838","February,9,2018","ANA","EDM",3,2,20842,66
"839","February,10,2018","BOS","BUF",2,4,20843,55
"840","February,10,2018","TOR","OTT",6,3,20844,66
"841","February,10,2018","MTL","NSH",2,3,20845,85
"842","February,10,2018","T.B","L.A",4,3,20846,75
"843","February,10,2018","CAR","COL",3,1,20847,65
"844","February,10,2018","CBJ","N.J",6,1,20848,86
"845","February,10,2018","MIN","CHI",3,0,20849,63
"846","February,10,2018","ARI","PHI",3,4,20850,81
"847","February,10,2018","S.J","EDM",6,4,20851,61
"848","February,11,2018","WSH","DET",4,5,20852,56
"849","February,11,2018","STL","PIT",1,4,20853,57
"850","February,11,2018","WPG","NYR",1,3,20854,66
"851","February,11,2018","DAL","VAN",0,6,20855,71
"852","February,11,2018","BUF","COL",4,5,20856,60
"853","February,11,2018","N.J","BOS",3,5,20857,65
"854","February,11,2018","NYI","CGY",2,3,20858,67
"855","February,11,2018","VGK","PHI",1,4,20859,57
"856","February,11,2018","ANA","S.J",2,3,20860,69
"857","February,12,2018","TOR","T.B",4,3,20861,57
"858","February,12,2018","EDM","FLA",5,7,20862,72
"859","February,12,2018","ARI","CHI",6,1,20863,60
"860","February,13,2018","BOS","CGY",5,2,20864,70
"861","February,13,2018","BUF","T.B",5,3,20865,62
"862","February,13,2018","NYI","CBJ",1,4,20866,81
"863","February,13,2018","PHI","N.J",4,5,20867,75
"864","February,13,2018","PIT","OTT",6,3,20868,61
"865","February,13,2018","CAR","L.A",7,3,20869,71
"866","February,13,2018","DET","ANA",2,1,20870,49
"867","February,13,2018","NSH","STL",4,3,20871,64
"868","February,13,2018","MIN","NYR",3,2,20872,63
"869","February,13,2018","WPG","WSH",4,3,20873,71
"870","February,13,2018","VGK","CHI",5,2,20874,68
"871","February,13,2018","S.J","ARI",1,2,20875,67
"872","February,14,2018","TOR","CBJ",6,3,20876,85
"873","February,14,2018","COL","MTL",2,0,20877,69
"874","February,14,2018","VAN","FLA",3,4,20878,71
"875","February,15,2018","N.J","CAR",5,2,20879,51
"876","February,15,2018","NYI","NYR",3,0,20880,85
"877","February,15,2018","PIT","L.A",3,1,20881,74
"878","February,15,2018","OTT","BUF",3,2,20882,61
"879","February,15,2018","T.B","DET",4,1,20883,71
"880","February,15,2018","NSH","CGY",3,4,20884,63
"881","February,15,2018","MIN","WSH",2,5,20885,61
"882","February,15,2018","CHI","ANA",2,3,20886,76
"883","February,15,2018","ARI","MTL",5,2,20887,57
"884","February,15,2018","VGK","EDM",4,1,20888,57
"885","February,15,2018","S.J","VAN",4,1,20889,74
"886","February,16,2018","CBJ","PHI",1,2,20890,61
"887","February,16,2018","CAR","NYI",0,3,20891,68
"888","February,16,2018","WPG","COL",6,1,20892,59
"889","February,16,2018","DAL","STL",2,1,20893,45
"890","February,17,2018","BUF","L.A",2,4,20894,71
"891","February,17,2018","OTT","NYR",6,3,20895,71
"892","February,17,2018","MIN","ANA",2,3,20896,85
"893","February,17,2018","ARI","EDM",1,0,20897,72
"894","February,17,2018","T.B","N.J",3,4,20898,79
"895","February,17,2018","PIT","TOR",5,3,20899,71
"896","February,17,2018","VGK","MTL",6,3,20900,67
"897","February,17,2018","NSH","DET",1,3,20901,66
"898","February,17,2018","CHI","WSH",7,1,20902,64
"899","February,17,2018","CGY","FLA",3,6,20903,63
"900","February,17,2018","VAN","BOS",6,1,20904,69
"901","February,18,2018","NYR","PHI",4,7,20905,77
"902","February,18,2018","COL","EDM",2,4,20906,66
"903","February,18,2018","CAR","N.J",2,3,20907,63
"904","February,18,2018","CBJ","PIT",2,5,20908,60
"905","February,18,2018","DET","TOR",2,3,20909,63
"906","February,18,2018","WPG","FLA",7,2,20910,61
"907","February,18,2018","S.J","DAL",5,2,20911,56
"908","February,19,2018","NYI","MIN",3,5,20912,67
"909","February,19,2018","BUF","WSH",2,3,20913,64
"910","February,19,2018","CGY","BOS",1,2,20914,61
"911","February,19,2018","NSH","OTT",5,2,20915,79
"912","February,19,2018","CHI","L.A",1,3,20916,60
"913","February,19,2018","VGK","ANA",0,2,20917,53
"914","February,20,2018","TOR","FLA",1,0,20918,71
"915","February,20,2018","N.J","CBJ",1,2,20919,50
"916","February,20,2018","PHI","MTL",3,2,20920,60
"917","February,20,2018","WSH","T.B",2,4,20921,56
"918","February,20,2018","DET","NSH",2,3,20922,65
"919","February,20,2018","STL","S.J",2,3,20923,56
"920","February,20,2018","WPG","L.A",3,4,20924,65
"921","February,20,2018","EDM","BOS",2,3,20925,65
"922","February,20,2018","VAN","COL",4,5,20926,62
"923","February,21,2018","CHI","OTT",3,2,20927,84
"924","February,21,2018","ANA","DAL",2,0,20928,58
"925","February,21,2018","VGK","CGY",7,3,20929,57
"926","February,22,2018","TOR","NYI",4,3,20930,71
"927","February,22,2018","N.J","MIN",2,4,20931,65
"928","February,22,2018","PHI","CBJ",2,1,20932,40
"929","February,22,2018","MTL","NYR",3,1,20933,73
"930","February,22,2018","OTT","T.B",3,4,20934,60
"931","February,22,2018","DET","BUF",2,3,20935,67
"932","February,22,2018","FLA","WSH",3,2,20936,68
"933","February,22,2018","NSH","S.J",7,1,20937,80
"934","February,22,2018","EDM","COL",3,2,20938,76
"935","February,22,2018","ARI","CGY",2,5,20939,75
"936","February,22,2018","L.A","DAL",0,2,20940,46
"937","February,23,2018","NYR","MIN",1,4,20941,60
"938","February,23,2018","CAR","PIT",1,6,20942,67
"939","February,23,2018","STL","WPG",0,4,20943,57
"940","February,23,2018","CHI","S.J",3,1,20944,79
"941","February,23,2018","VGK","VAN",6,3,20945,67
"942","February,24,2018","OTT","PHI",3,5,20946,67
"943","February,24,2018","CGY","COL",5,1,20947,58
"944","February,24,2018","TOR","BOS",4,3,20948,59
"945","February,24,2018","MTL","T.B",3,4,20949,75
"946","February,24,2018","DET","CAR",3,1,20950,51
"947","February,24,2018","FLA","PIT",6,5,20951,67
"948","February,24,2018","N.J","NYI",2,1,20952,64
"949","February,24,2018","WSH","BUF",5,1,20953,65
"950","February,24,2018","CBJ","CHI",3,2,20954,62
"951","February,24,2018","DAL","WPG",3,5,20955,63
"952","February,24,2018","ARI","ANA",2,0,20956,64
"953","February,24,2018","L.A","EDM",3,4,20957,58
"954","February,25,2018","BUF","BOS",4,1,20958,59
"955","February,25,2018","NSH","STL",4,0,20959,66
"956","February,25,2018","NYR","DET",2,3,20960,72
"957","February,25,2018","MIN","S.J",3,2,20961,69
"958","February,25,2018","ANA","EDM",5,6,20962,94
"959","February,25,2018","ARI","VAN",1,3,20963,69
"960","February,26,2018","CBJ","WSH",5,1,20964,61
"961","February,26,2018","MTL","PHI",0,1,20965,71
"962","February,26,2018","T.B","TOR",4,3,20966,77
"963","February,26,2018","COL","VAN",3,1,20967,60
"964","February,26,2018","L.A","VGK",3,2,20968,83
"965","February,27,2018","BOS","CAR",4,3,20969,64
"966","February,27,2018","PIT","N.J",2,3,20970,76
"967","February,27,2018","WSH","OTT",3,2,20971,52
"968","February,27,2018","FLA","TOR",3,2,20972,70
"969","February,27,2018","MIN","STL",8,3,20973,58
"970","February,27,2018","WPG","NSH",5,6,20974,71
"971","February,27,2018","DAL","CGY",2,0,20975,64
"972","February,27,2018","VGK","L.A",1,4,20976,72
"973","February,27,2018","S.J","EDM",5,2,20977,63
"974","February,28,2018","MTL","NYI",3,1,20978,54
"975","February,28,2018","T.B","BUF",1,2,20979,56
"976","February,28,2018","STL","DET",2,1,20980,61
"977","February,28,2018","COL","CGY",5,2,20981,66
"978","February,28,2018","VAN","NYR",5,6,20982,82
"979","March,1,2018","BOS","PIT",8,4,20983,64
"980","March,1,2018","PHI","CAR",1,4,20984,57
"981","March,1,2018","FLA","N.J",3,2,20985,60
"982","March,1,2018","DAL","T.B",4,5,20986,60
"983","March,1,2018","EDM","NSH",2,4,20987,78
"984","March,1,2018","ARI","MIN",5,3,20988,60
"985","March,1,2018","L.A","CBJ",5,2,20989,66
"986","March,1,2018","S.J","CHI",7,2,20990,68
"987","March,2,2018","NYI","MTL",3,6,20991,60
"988","March,2,2018","FLA","BUF",4,1,20992,55
"989","March,2,2018","CAR","N.J",3,1,20993,56
"990","March,2,2018","WPG","DET",4,3,20994,75
"991","March,2,2018","COL","MIN",7,1,20995,58
"992","March,2,2018","CGY","NYR",1,3,20996,78
"993","March,2,2018","VAN","NSH",3,4,20997,70
"994","March,2,2018","VGK","OTT",4,5,20998,67
"995","March,2,2018","ANA","CBJ",4,2,20999,71
"996","March,3,2018","T.B","PHI",7,6,21000,83
"997","March,3,2018","DAL","STL",3,2,21001,71
"998","March,3,2018","L.A","CHI",3,5,21002,57
"999","March,3,2018","BOS","MTL",2,1,21003,78
"1000","March,3,2018","PIT","NYI",3,2,21004,77
"1001","March,3,2018","WSH","TOR",5,2,21005,63
"1002","March,3,2018","ARI","OTT",2,1,21006,51
"1003","March,3,2018","EDM","NYR",2,3,21007,71
"1004","March,4,2018","FLA","PHI",4,1,21008,66
"1005","March,4,2018","COL","NSH",3,4,21009,57
"1006","March,4,2018","ANA","CHI",6,3,21010,71
"1007","March,4,2018","N.J","VGK",2,3,21011,62
"1008","March,4,2018","CAR","WPG",2,3,21012,58
"1009","March,4,2018","MIN","DET",4,1,21013,56
"1010","March,4,2018","S.J","CBJ",2,4,21014,63
"1011","March,5,2018","BUF","TOR",5,3,21015,65
"1012","March,5,2018","PIT","CGY",4,3,21016,70
"1013","March,5,2018","DAL","OTT",2,3,21017,63
"1014","March,5,2018","EDM","ARI",4,3,21018,71
"1015","March,5,2018","VAN","NYI",4,3,21019,57
"1016","March,6,2018","BOS","DET",6,5,21020,72
"1017","March,6,2018","N.J","MTL",6,4,21021,66
"1018","March,6,2018","NYR","WPG",0,3,21022,65
"1019","March,6,2018","CBJ","VGK",4,1,21023,59
"1020","March,6,2018","T.B","FLA",5,4,21024,82
"1021","March,6,2018","NSH","DAL",2,0,21025,60
"1022","March,6,2018","MIN","CAR",6,2,21026,62
"1023","March,6,2018","CHI","COL",2,1,21027,61
"1024","March,6,2018","ANA","WSH",4,0,21028,54
"1025","March,7,2018","BUF","CGY",1,5,21029,67
"1026","March,7,2018","PHI","PIT",2,5,21030,56
"1027","March,7,2018","VAN","ARI",1,2,21031,51
"1028","March,8,2018","BOS","PHI",3,2,21032,60
"1029","March,8,2018","N.J","WPG",2,3,21033,67
"1030","March,8,2018","CBJ","COL",5,4,21034,71
"1031","March,8,2018","OTT","BUF",3,4,21035,78
"1032","March,8,2018","DET","VGK",0,4,21036,60
"1033","March,8,2018","T.B","NYR",5,3,21037,75
"1034","March,8,2018","FLA","MTL",5,0,21038,72
"1035","March,8,2018","NSH","ANA",4,2,21039,61
"1036","March,8,2018","CHI","CAR",2,3,21040,64
"1037","March,8,2018","EDM","NYI",2,1,21041,73
"1038","March,8,2018","L.A","WSH",3,1,21042,55
"1039","March,8,2018","S.J","STL",2,0,21043,52
"1040","March,9,2018","CBJ","DET",3,2,21044,60
"1041","March,9,2018","OTT","CGY",1,2,21045,67
"1042","March,9,2018","DAL","ANA",2,1,21046,64
"1043","March,9,2018","VAN","MIN",2,5,21047,68
"1044","March,10,2018","BOS","CHI",7,4,21048,67
"1045","March,10,2018","BUF","VGK",1,2,21049,72
"1046","March,10,2018","T.B","MTL",3,2,21050,70
"1047","March,10,2018","PHI","WPG",2,1,21051,63
"1048","March,10,2018","COL","ARI",5,2,21052,59
"1049","March,10,2018","L.A","STL",2,7,21053,83
"1050","March,10,2018","S.J","WSH",0,2,21054,50
"1051","March,10,2018","TOR","PIT",5,2,21055,66
"1052","March,10,2018","FLA","NYR",4,3,21056,77
"1053","March,10,2018","NSH","N.J",2,3,21057,70
"1054","March,10,2018","EDM","MIN",4,1,21058,61
"1055","March,11,2018","CHI","BOS",3,1,21059,71
"1056","March,11,2018","CGY","NYI",2,5,21060,79
"1057","March,11,2018","PIT","DAL",3,1,21061,48
"1058","March,11,2018","ARI","VAN",1,0,21062,51
"1059","March,12,2018","NYR","CAR",6,3,21063,67
"1060","March,12,2018","PHI","VGK",2,3,21064,69
"1061","March,12,2018","WSH","WPG",3,2,21065,71
"1062","March,12,2018","CBJ","MTL",5,2,21066,65
"1063","March,12,2018","FLA","OTT",3,5,21067,63
"1064","March,12,2018","ANA","STL",2,4,21068,45
"1065","March,12,2018","L.A","VAN",3,0,21069,68
"1066","March,12,2018","S.J","DET",5,3,21070,60
"1067","March,13,2018","CAR","BOS",4,6,21071,67
"1068","March,13,2018","MTL","DAL",4,2,21072,64
"1069","March,13,2018","T.B","OTT",4,7,21073,79
"1070","March,13,2018","NSH","WPG",3,1,21074,78
"1071","March,13,2018","MIN","COL",1,5,21075,56
"1072","March,13,2018","CGY","EDM",1,0,21076,60
"1073","March,13,2018","ARI","L.A",4,3,21077,73
"1074","March,14,2018","TOR","DAL",6,5,21078,73
"1075","March,14,2018","NYR","PIT",4,3,21079,73
"1076","March,14,2018","EDM","S.J",3,4,21080,68
"1077","March,14,2018","VGK","N.J",3,8,21081,70
"1078","March,14,2018","ANA","VAN",3,0,21082,69
"1079","March,15,2018","BUF","TOR",2,5,21083,79
"1080","March,15,2018","NYI","WSH",3,7,21084,60
"1081","March,15,2018","PHI","CBJ",3,5,21085,59
"1082","March,15,2018","MTL","PIT",3,5,21086,59
"1083","March,15,2018","FLA","BOS",3,0,21087,74
"1084","March,15,2018","STL","COL",1,4,21088,68
"1085","March,15,2018","WPG","CHI",6,2,21089,66
"1086","March,15,2018","ARI","NSH",2,3,21090,63
"1087","March,15,2018","L.A","DET",4,1,21091,43
"1088","March,16,2018","WSH","NYI",6,3,21092,56
"1089","March,16,2018","OTT","DAL",3,2,21093,50
"1090","March,16,2018","COL","NSH",2,4,21094,63
"1091","March,16,2018","CGY","S.J",4,7,21095,62
"1092","March,16,2018","ANA","DET",4,2,21096,66
"1093","March,16,2018","VGK","MIN",2,4,21097,58
"1094","March,17,2018","BUF","CHI",5,3,21098,70
"1095","March,17,2018","FLA","EDM",2,4,21099,78
"1096","March,17,2018","L.A","N.J",0,3,21100,66
"1097","March,17,2018","TOR","MTL",4,0,21101,82
"1098","March,17,2018","T.B","BOS",0,3,21102,50
"1099","March,17,2018","CAR","PHI",2,4,21103,52
