"","seconds","etype","shotdff","ev.team","gcode"
"2526",1232,"SHOT",-2,"CGY",20038
"2527",1241,"SHOT",-3,"CGY",20038
"2528",1249,"SHOT",-2,"ANA",20038
"2529",1268,"SHOT",-1,"ANA",20038
"2530",1287,"SHOT",0,"ANA",20038
"2531",1290,"SHOT",1,"ANA",20038
"2532",1324,"SHOT",2,"ANA",20038
"2533",1402,"SHOT",1,"CGY",20038
"2534",1455,"SHOT",0,"CGY",20038
"2535",1501,"SHOT",-1,"CGY",20038
"2536",1559,"SHOT",0,"ANA",20038
"2537",1620,"SHOT",1,"ANA",20038
"2538",1628,"SHOT",2,"ANA",20038
"2539",1737,"SHOT",3,"ANA",20038
"2540",1892,"SHOT",4,"ANA",20038
"2541",1902,"SHOT",3,"CGY",20038
"2542",1913,"SHOT",4,"ANA",20038
"2543",1929,"SHOT",5,"ANA",20038
"2544",1971,"SHOT",6,"ANA",20038
"2545",2093,"SHOT",5,"CGY",20038
"2546",2170,"SHOT",4,"CGY",20038
"2547",2174,"SHOT",3,"CGY",20038
"2548",2187,"GOAL",2,"CGY",20038
"2549",2198,"SHOT",3,"ANA",20038
"2550",2284,"SHOT",4,"ANA",20038
"2551",2377,"SHOT",5,"ANA",20038
"2552",2397,"SHOT",6,"ANA",20038
"2553",2427,"SHOT",5,"CGY",20038
"2554",2512,"SHOT",4,"CGY",20038
"2555",2551,"SHOT",5,"ANA",20038
"2556",2583,"SHOT",6,"ANA",20038
"2557",2603,"SHOT",5,"CGY",20038
"2558",2764,"SHOT",6,"ANA",20038
"2559",2779,"GOAL",5,"CGY",20038
"2560",2822,"SHOT",4,"CGY",20038
"2561",2837,"SHOT",3,"CGY",20038
"2562",2854,"SHOT",2,"CGY",20038
"2563",2898,"SHOT",3,"ANA",20038
"2564",2907,"SHOT",4,"ANA",20038
"2565",2935,"SHOT",3,"CGY",20038
"2566",2985,"SHOT",4,"ANA",20038
"2567",3006,"SHOT",5,"ANA",20038
"2568",3052,"SHOT",6,"ANA",20038
"2569",3104,"SHOT",7,"ANA",20038
"2570",3105,"SHOT",8,"ANA",20038
"2571",3134,"SHOT",9,"ANA",20038
"2572",3171,"SHOT",8,"CGY",20038
"2573",3208,"SHOT",9,"ANA",20038
"2574",3405,"SHOT",10,"ANA",20038
"2575",3489,"SHOT",11,"ANA",20038
"2576",3506,"SHOT",12,"ANA",20038
"2577",3569,"SHOT",13,"ANA",20038
"2578",3584,"SHOT",14,"ANA",20038
"2579",15,"GOAL",-1,"STL",20039
"2580",81,"SHOT",0,"NYR",20039
"2581",110,"SHOT",1,"NYR",20039
"2582",141,"SHOT",2,"NYR",20039
"2583",142,"GOAL",3,"NYR",20039
"2584",155,"SHOT",4,"NYR",20039
"2585",168,"SHOT",5,"NYR",20039
"2586",190,"SHOT",6,"NYR",20039
"2587",199,"SHOT",5,"STL",20039
"2588",350,"SHOT",6,"NYR",20039
"2589",454,"SHOT",5,"STL",20039
"2590",553,"SHOT",6,"NYR",20039
"2591",727,"SHOT",7,"NYR",20039
"2592",810,"GOAL",6,"STL",20039
"2593",953,"SHOT",5,"STL",20039
"2594",955,"SHOT",4,"STL",20039
"2595",1057,"SHOT",5,"NYR",20039
"2596",1086,"SHOT",4,"STL",20039
"2597",1355,"SHOT",3,"STL",20039
"2598",1384,"SHOT",4,"NYR",20039
"2599",1393,"SHOT",5,"NYR",20039
"2600",1530,"SHOT",4,"STL",20039
"2601",1680,"SHOT",3,"STL",20039
"2602",1729,"SHOT",2,"STL",20039
"2603",1779,"SHOT",1,"STL",20039
"2604",1869,"SHOT",0,"STL",20039
"2605",1907,"SHOT",1,"NYR",20039
"2606",2005,"SHOT",2,"NYR",20039
"2607",2215,"SHOT",3,"NYR",20039
"2608",2240,"SHOT",2,"STL",20039
"2609",2352,"SHOT",1,"STL",20039
"2610",2397,"SHOT",2,"NYR",20039
"2611",2424,"SHOT",3,"NYR",20039
"2612",2474,"SHOT",2,"STL",20039
"2613",2523,"SHOT",1,"STL",20039
"2614",2531,"SHOT",0,"STL",20039
"2615",2537,"SHOT",-1,"STL",20039
"2616",2677,"SHOT",0,"NYR",20039
"2617",2678,"SHOT",1,"NYR",20039
"2618",2791,"SHOT",0,"STL",20039
"2619",2798,"SHOT",1,"NYR",20039
"2620",2827,"SHOT",0,"STL",20039
"2621",2858,"SHOT",1,"NYR",20039
"2622",2924,"SHOT",2,"NYR",20039
"2623",2962,"SHOT",3,"NYR",20039
"2624",3065,"SHOT",4,"NYR",20039
"2625",3067,"SHOT",5,"NYR",20039
"2626",3068,"SHOT",6,"NYR",20039
"2627",3095,"SHOT",5,"STL",20039
"2628",3182,"SHOT",6,"NYR",20039
"2629",3253,"SHOT",7,"NYR",20039
"2630",3254,"SHOT",8,"NYR",20039
"2631",3481,"SHOT",9,"NYR",20039
"2632",3493,"GOAL",8,"STL",20039
"2633",3584,"SHOT",9,"NYR",20039
"2634",3588,"SHOT",10,"NYR",20039
"2635",31,"SHOT",-1,"CBJ",20040
"2636",99,"SHOT",0,"CAR",20040
"2637",160,"SHOT",-1,"CBJ",20040
"2638",184,"SHOT",-2,"CBJ",20040
"2639",304,"SHOT",-3,"CBJ",20040
"2640",349,"SHOT",-2,"CAR",20040
"2641",386,"SHOT",-1,"CAR",20040
"2642",407,"SHOT",0,"CAR",20040
"2643",437,"SHOT",1,"CAR",20040
"2644",554,"SHOT",0,"CBJ",20040
"2645",597,"SHOT",-1,"CBJ",20040
"2646",625,"SHOT",-2,"CBJ",20040
"2647",645,"SHOT",-1,"CAR",20040
"2648",666,"SHOT",0,"CAR",20040
"2649",704,"SHOT",1,"CAR",20040
"2650",780,"SHOT",0,"CBJ",20040
"2651",784,"SHOT",-1,"CBJ",20040
"2652",820,"SHOT",0,"CAR",20040
"2653",901,"SHOT",-1,"CBJ",20040
"2654",1025,"SHOT",-2,"CBJ",20040
"2655",1138,"SHOT",-1,"CAR",20040
"2656",1319,"SHOT",-2,"CBJ",20040
"2657",1399,"SHOT",-1,"CAR",20040
"2658",1482,"SHOT",-2,"CBJ",20040
"2659",1508,"SHOT",-3,"CBJ",20040
"2660",1546,"SHOT",-4,"CBJ",20040
"2661",1647,"SHOT",-5,"CBJ",20040
"2662",1675,"SHOT",-4,"CAR",20040
"2663",1717,"SHOT",-3,"CAR",20040
"2664",1720,"SHOT",-2,"CAR",20040
"2665",1767,"SHOT",-3,"CBJ",20040
"2666",1845,"SHOT",-4,"CBJ",20040
"2667",1870,"SHOT",-3,"CAR",20040
"2668",1902,"SHOT",-2,"CAR",20040
"2669",1945,"SHOT",-1,"CAR",20040
"2670",2056,"SHOT",0,"CAR",20040
"2671",2167,"SHOT",1,"CAR",20040
"2672",2176,"SHOT",2,"CAR",20040
"2673",2247,"SHOT",1,"CBJ",20040
"2674",2248,"SHOT",0,"CBJ",20040
"2675",2431,"SHOT",1,"CAR",20040
"2676",2496,"SHOT",0,"CBJ",20040
"2677",2522,"SHOT",1,"CAR",20040
"2678",2572,"SHOT",0,"CBJ",20040
"2679",2824,"SHOT",-1,"CBJ",20040
"2680",2941,"SHOT",-2,"CBJ",20040
"2681",3001,"GOAL",-3,"CBJ",20040
"2682",3030,"SHOT",-4,"CBJ",20040
"2683",3227,"SHOT",-3,"CAR",20040
"2684",3234,"SHOT",-2,"CAR",20040
"2685",3343,"SHOT",-1,"CAR",20040
"2686",3356,"SHOT",0,"CAR",20040
"2687",3371,"SHOT",1,"CAR",20040
"2688",3438,"SHOT",2,"CAR",20040
"2689",3464,"SHOT",3,"CAR",20040
"2690",3515,"GOAL",4,"CAR",20040
"2691",3572,"SHOT",5,"CAR",20040
"2692",3698,"SHOT",6,"CAR",20040
"2693",3716,"SHOT",7,"CAR",20040
"2694",3745,"SHOT",8,"CAR",20040
"2695",3760,"SHOT",9,"CAR",20040
"2696",3774,"SHOT",10,"CAR",20040
"2697",3781,"SHOT",11,"CAR",20040
"2698",3803,"SHOT",12,"CAR",20040
"2699",3869,"GOAL",11,"CBJ",20040
"2700",15,"SHOT",-1,"CHI",20041
"2701",18,"SHOT",-2,"CHI",20041
"2702",75,"GOAL",-1,"MTL",20041
"2703",193,"SHOT",0,"MTL",20041
"2704",203,"SHOT",1,"MTL",20041
"2705",207,"SHOT",2,"MTL",20041
"2706",230,"SHOT",3,"MTL",20041
"2707",232,"SHOT",4,"MTL",20041
"2708",240,"SHOT",5,"MTL",20041
"2709",244,"SHOT",6,"MTL",20041
"2710",262,"SHOT",7,"MTL",20041
"2711",308,"SHOT",8,"MTL",20041
"2712",412,"SHOT",9,"MTL",20041
"2713",444,"SHOT",10,"MTL",20041
"2714",496,"SHOT",11,"MTL",20041
"2715",570,"SHOT",12,"MTL",20041
"2716",598,"SHOT",11,"CHI",20041
"2717",890,"SHOT",12,"MTL",20041
"2718",906,"SHOT",11,"CHI",20041
"2719",985,"SHOT",10,"CHI",20041
"2720",1073,"GOAL",9,"CHI",20041
"2721",1092,"GOAL",8,"CHI",20041
"2722",1132,"SHOT",9,"MTL",20041
"2723",1271,"SHOT",8,"CHI",20041
"2724",1334,"SHOT",9,"MTL",20041
"2725",1459,"SHOT",8,"CHI",20041
"2726",1530,"SHOT",9,"MTL",20041
"2727",1539,"SHOT",8,"CHI",20041
"2728",1575,"SHOT",7,"CHI",20041
"2729",1582,"SHOT",6,"CHI",20041
"2730",1631,"SHOT",5,"CHI",20041
"2731",1711,"SHOT",4,"CHI",20041
"2732",1715,"SHOT",3,"CHI",20041
"2733",1805,"SHOT",2,"CHI",20041
"2734",1819,"SHOT",3,"MTL",20041
"2735",1844,"GOAL",2,"CHI",20041
"2736",1954,"SHOT",3,"MTL",20041
"2737",2039,"SHOT",2,"CHI",20041
"2738",2040,"SHOT",1,"CHI",20041
"2739",2106,"SHOT",2,"MTL",20041
"2740",2127,"SHOT",3,"MTL",20041
"2741",2142,"SHOT",4,"MTL",20041
"2742",2160,"SHOT",5,"MTL",20041
"2743",2178,"SHOT",6,"MTL",20041
"2744",2296,"SHOT",7,"MTL",20041
"2745",2431,"SHOT",8,"MTL",20041
"2746",2456,"SHOT",9,"MTL",20041
"2747",2458,"SHOT",10,"MTL",20041
"2748",2506,"SHOT",11,"MTL",20041
"2749",2515,"SHOT",12,"MTL",20041
"2750",2529,"SHOT",13,"MTL",20041
"2751",2544,"SHOT",14,"MTL",20041
"2752",2635,"SHOT",15,"MTL",20041
"2753",2736,"SHOT",16,"MTL",20041
"2754",2831,"SHOT",15,"CHI",20041
"2755",2862,"SHOT",16,"MTL",20041
"2756",2941,"SHOT",17,"MTL",20041
"2757",2972,"SHOT",16,"CHI",20041
"2758",2974,"SHOT",15,"CHI",20041
"2759",2994,"SHOT",16,"MTL",20041
"2760",3059,"SHOT",15,"CHI",20041
"2761",3114,"SHOT",14,"CHI",20041
"2762",3135,"SHOT",13,"CHI",20041
"2763",3260,"SHOT",14,"MTL",20041
"2764",3321,"SHOT",15,"MTL",20041
"2765",3358,"SHOT",16,"MTL",20041
"2766",3584,"SHOT",17,"MTL",20041
"2767",23,"SHOT",1,"NSH",20042
"2768",70,"SHOT",0,"PHI",20042
"2769",151,"SHOT",1,"NSH",20042
"2770",152,"SHOT",2,"NSH",20042
"2771",153,"SHOT",3,"NSH",20042
"2772",166,"SHOT",2,"PHI",20042
"2773",257,"GOAL",3,"NSH",20042
"2774",388,"SHOT",4,"NSH",20042
"2775",494,"SHOT",5,"NSH",20042
"2776",495,"SHOT",6,"NSH",20042
"2777",629,"SHOT",5,"PHI",20042
"2778",764,"SHOT",4,"PHI",20042
"2779",868,"SHOT",3,"PHI",20042
"2780",963,"SHOT",4,"NSH",20042
"2781",1047,"SHOT",3,"PHI",20042
"2782",1050,"SHOT",2,"PHI",20042
"2783",1139,"SHOT",1,"PHI",20042
"2784",1141,"SHOT",0,"PHI",20042
"2785",1263,"SHOT",-1,"PHI",20042
"2786",1294,"SHOT",-2,"PHI",20042
"2787",1378,"SHOT",-3,"PHI",20042
"2788",1387,"SHOT",-2,"NSH",20042
"2789",1388,"GOAL",-1,"NSH",20042
"2790",1428,"SHOT",-2,"PHI",20042
"2791",1454,"SHOT",-3,"PHI",20042
"2792",1511,"GOAL",-2,"NSH",20042
"2793",1587,"SHOT",-3,"PHI",20042
"2794",1652,"SHOT",-4,"PHI",20042
"2795",1708,"SHOT",-5,"PHI",20042
"2796",1718,"SHOT",-6,"PHI",20042
"2797",1819,"GOAL",-7,"PHI",20042
"2798",1835,"GOAL",-8,"PHI",20042
"2799",1874,"SHOT",-9,"PHI",20042
"2800",1902,"SHOT",-8,"NSH",20042
"2801",1906,"SHOT",-7,"NSH",20042
"2802",2104,"SHOT",-8,"PHI",20042
"2803",2105,"GOAL",-9,"PHI",20042
"2804",2154,"SHOT",-8,"NSH",20042
"2805",2169,"SHOT",-7,"NSH",20042
"2806",2235,"SHOT",-8,"PHI",20042
"2807",2267,"SHOT",-7,"NSH",20042
"2808",2466,"SHOT",-8,"PHI",20042
"2809",2679,"SHOT",-9,"PHI",20042
"2810",2696,"SHOT",-8,"NSH",20042
"2811",2703,"GOAL",-9,"PHI",20042
"2812",2744,"SHOT",-8,"NSH",20042
"2813",2808,"GOAL",-9,"PHI",20042
"2814",2858,"GOAL",-8,"NSH",20042
"2815",2910,"SHOT",-7,"NSH",20042
"2816",2912,"SHOT",-6,"NSH",20042
"2817",2958,"SHOT",-5,"NSH",20042
"2818",3039,"SHOT",-4,"NSH",20042
"2819",3214,"SHOT",-3,"NSH",20042
"2820",3362,"SHOT",-4,"PHI",20042
"2821",3375,"SHOT",-3,"NSH",20042
"2822",3379,"SHOT",-2,"NSH",20042
"2823",3393,"SHOT",-3,"PHI",20042
"2824",3508,"SHOT",-2,"NSH",20042
"2825",3523,"GOAL",-1,"NSH",20042
"2826",3548,"SHOT",0,"NSH",20042
"2827",3564,"GOAL",1,"NSH",20042
"2828",63,"SHOT",1,"DAL",20043
"2829",130,"SHOT",2,"DAL",20043
"2830",230,"SHOT",3,"DAL",20043
"2831",330,"SHOT",2,"DET",20043
"2832",354,"SHOT",3,"DAL",20043
"2833",461,"SHOT",2,"DET",20043
"2834",524,"SHOT",3,"DAL",20043
"2835",555,"GOAL",4,"DAL",20043
"2836",704,"SHOT",5,"DAL",20043
"2837",742,"SHOT",6,"DAL",20043
"2838",771,"SHOT",7,"DAL",20043
"2839",815,"SHOT",6,"DET",20043
"2840",880,"SHOT",5,"DET",20043
"2841",946,"SHOT",4,"DET",20043
"2842",1001,"SHOT",3,"DET",20043
"2843",1022,"SHOT",4,"DAL",20043
"2844",1169,"GOAL",5,"DAL",20043
"2845",1221,"SHOT",4,"DET",20043
"2846",1235,"SHOT",3,"DET",20043
"2847",1430,"GOAL",2,"DET",20043
"2848",1487,"SHOT",3,"DAL",20043
"2849",1520,"SHOT",4,"DAL",20043
"2850",1538,"SHOT",5,"DAL",20043
"2851",1542,"SHOT",6,"DAL",20043
"2852",1615,"SHOT",7,"DAL",20043
"2853",1685,"GOAL",8,"DAL",20043
"2854",1721,"SHOT",9,"DAL",20043
"2855",1724,"SHOT",10,"DAL",20043
"2856",1757,"SHOT",11,"DAL",20043
"2857",1805,"SHOT",12,"DAL",20043
"2858",1807,"SHOT",13,"DAL",20043
"2859",1811,"SHOT",14,"DAL",20043
"2860",1834,"SHOT",15,"DAL",20043
"2861",1841,"SHOT",14,"DET",20043
"2862",1851,"SHOT",13,"DET",20043
"2863",1880,"SHOT",12,"DET",20043
"2864",1930,"SHOT",13,"DAL",20043
"2865",2029,"SHOT",12,"DET",20043
"2866",2127,"SHOT",11,"DET",20043
"2867",2156,"SHOT",12,"DAL",20043
"2868",2199,"SHOT",11,"DET",20043
"2869",2237,"SHOT",12,"DAL",20043
"2870",2411,"SHOT",11,"DET",20043
"2871",2492,"SHOT",10,"DET",20043
"2872",2527,"SHOT",9,"DET",20043
"2873",2539,"SHOT",10,"DAL",20043
"2874",2789,"SHOT",11,"DAL",20043
"2875",2830,"SHOT",12,"DAL",20043
"2876",2909,"SHOT",11,"DET",20043
"2877",2950,"SHOT",12,"DAL",20043
"2878",2952,"SHOT",13,"DAL",20043
"2879",3025,"SHOT",12,"DET",20043
"2880",3148,"SHOT",11,"DET",20043
"2881",3302,"SHOT",10,"DET",20043
"2882",3311,"GOAL",9,"DET",20043
"2883",3418,"SHOT",8,"DET",20043
"2884",3425,"SHOT",7,"DET",20043
"2885",3598,"GOAL",8,"DAL",20043
"2886",110,"SHOT",1,"VAN",20044
"2887",187,"SHOT",0,"OTT",20044
"2888",248,"GOAL",-1,"OTT",20044
"2889",256,"SHOT",-2,"OTT",20044
"2890",270,"SHOT",-3,"OTT",20044
"2891",348,"SHOT",-4,"OTT",20044
"2892",374,"SHOT",-3,"VAN",20044
"2893",423,"GOAL",-2,"VAN",20044
"2894",446,"SHOT",-3,"OTT",20044
"2895",479,"SHOT",-2,"VAN",20044
"2896",480,"SHOT",-1,"VAN",20044
"2897",501,"SHOT",0,"VAN",20044
"2898",539,"SHOT",-1,"OTT",20044
"2899",570,"SHOT",-2,"OTT",20044
"2900",649,"SHOT",-3,"OTT",20044
"2901",685,"SHOT",-2,"VAN",20044
"2902",701,"SHOT",-1,"VAN",20044
"2903",1059,"SHOT",-2,"OTT",20044
"2904",1139,"SHOT",-3,"OTT",20044
"2905",1310,"SHOT",-4,"OTT",20044
"2906",1340,"SHOT",-3,"VAN",20044
"2907",1404,"SHOT",-2,"VAN",20044
"2908",1447,"SHOT",-3,"OTT",20044
"2909",1454,"SHOT",-4,"OTT",20044
"2910",1533,"SHOT",-3,"VAN",20044
"2911",1588,"SHOT",-4,"OTT",20044
"2912",1589,"SHOT",-5,"OTT",20044
"2913",1619,"SHOT",-6,"OTT",20044
"2914",1643,"SHOT",-7,"OTT",20044
"2915",1653,"SHOT",-6,"VAN",20044
"2916",1657,"SHOT",-5,"VAN",20044
"2917",1708,"SHOT",-6,"OTT",20044
"2918",1796,"SHOT",-7,"OTT",20044
"2919",1827,"SHOT",-8,"OTT",20044
"2920",1851,"SHOT",-9,"OTT",20044
"2921",1858,"SHOT",-8,"VAN",20044
"2922",1981,"SHOT",-9,"OTT",20044
"2923",2068,"GOAL",-8,"VAN",20044
"2924",2100,"SHOT",-9,"OTT",20044
"2925",2300,"SHOT",-10,"OTT",20044
"2926",2348,"SHOT",-9,"VAN",20044
"2927",2394,"SHOT",-10,"OTT",20044
"2928",2439,"SHOT",-9,"VAN",20044
"2929",2491,"SHOT",-10,"OTT",20044
"2930",2496,"SHOT",-11,"OTT",20044
"2931",2502,"SHOT",-12,"OTT",20044
"2932",2547,"SHOT",-11,"VAN",20044
"2933",2554,"SHOT",-10,"VAN",20044
"2934",2572,"SHOT",-9,"VAN",20044
"2935",2583,"SHOT",-10,"OTT",20044
"2936",2630,"SHOT",-11,"OTT",20044
"2937",2709,"GOAL",-12,"OTT",20044
"2938",2756,"SHOT",-13,"OTT",20044
"2939",2822,"SHOT",-14,"OTT",20044
"2940",2872,"SHOT",-13,"VAN",20044
"2941",2878,"SHOT",-12,"VAN",20044
"2942",2937,"SHOT",-11,"VAN",20044
"2943",2938,"SHOT",-10,"VAN",20044
"2944",3175,"SHOT",-11,"OTT",20044
"2945",3250,"SHOT",-12,"OTT",20044
"2946",3267,"SHOT",-13,"OTT",20044
"2947",3394,"SHOT",-12,"VAN",20044
"2948",3424,"SHOT",-11,"VAN",20044
"2949",3501,"SHOT",-12,"OTT",20044
"2950",3510,"SHOT",-13,"OTT",20044
"2951",3537,"SHOT",-14,"OTT",20044
"2952",3659,"SHOT",-13,"VAN",20044
"2953",3700,"SHOT",-14,"OTT",20044
"2954",3780,"SHOT",-15,"OTT",20044
"2955",3870,"SHOT",-14,"VAN",20044
"2956",3900,"GOAL",-13,"VAN",20044
"2957",3900,"SHOT",-14,"OTT",20044
"2958",3900,"SHOT",-13,"VAN",20044
"2959",3900,"SHOT",-14,"OTT",20044
"2960",3900,"SHOT",-13,"VAN",20044
"2961",3900,"GOAL",-14,"OTT",20044
"2962",3900,"SHOT",-15,"OTT",20044
"2963",3900,"SHOT",-14,"VAN",20044
"2964",3900,"GOAL",-15,"OTT",20044
"2965",31,"SHOT",1,"VGK",20045
"2966",45,"SHOT",2,"VGK",20045
"2967",71,"SHOT",1,"ARI",20045
"2968",151,"GOAL",2,"VGK",20045
"2969",258,"GOAL",3,"VGK",20045
"2970",271,"SHOT",2,"ARI",20045
"2971",306,"SHOT",1,"ARI",20045
"2972",375,"GOAL",2,"VGK",20045
"2973",564,"SHOT",1,"ARI",20045
"2974",642,"GOAL",2,"VGK",20045
"2975",757,"GOAL",1,"ARI",20045
"2976",835,"SHOT",2,"VGK",20045
"2977",967,"SHOT",1,"ARI",20045
"2978",1045,"SHOT",2,"VGK",20045
"2979",1053,"SHOT",1,"ARI",20045
"2980",1093,"SHOT",2,"VGK",20045
"2981",1245,"SHOT",1,"ARI",20045
"2982",1276,"SHOT",0,"ARI",20045
"2983",1318,"SHOT",1,"VGK",20045
"2984",1323,"SHOT",2,"VGK",20045
"2985",1387,"SHOT",3,"VGK",20045
"2986",1397,"SHOT",4,"VGK",20045
"2987",1501,"SHOT",5,"VGK",20045
"2988",1556,"SHOT",6,"VGK",20045
"2989",1604,"SHOT",7,"VGK",20045
"2990",1727,"SHOT",6,"ARI",20045
"2991",1739,"SHOT",7,"VGK",20045
"2992",1743,"SHOT",8,"VGK",20045
"2993",1789,"SHOT",7,"ARI",20045
"2994",1817,"SHOT",8,"VGK",20045
"2995",1911,"SHOT",7,"ARI",20045
"2996",1940,"SHOT",8,"VGK",20045
"2997",2027,"SHOT",9,"VGK",20045
"2998",2077,"SHOT",10,"VGK",20045
"2999",2242,"GOAL",11,"VGK",20045
"3000",2295,"SHOT",10,"ARI",20045
"3001",2321,"SHOT",9,"ARI",20045
"3002",2373,"SHOT",8,"ARI",20045
"3003",2431,"SHOT",7,"ARI",20045
"3004",2516,"SHOT",6,"ARI",20045
"3005",2543,"SHOT",5,"ARI",20045
"3006",2546,"SHOT",4,"ARI",20045
"3007",2594,"SHOT",3,"ARI",20045
"3008",2599,"SHOT",2,"ARI",20045
"3009",2722,"SHOT",1,"ARI",20045
"3010",2832,"SHOT",0,"ARI",20045
"3011",2857,"SHOT",-1,"ARI",20045
"3012",2892,"SHOT",0,"VGK",20045
"3013",2954,"SHOT",1,"VGK",20045
"3014",2970,"SHOT",0,"ARI",20045
"3015",3144,"SHOT",-1,"ARI",20045
"3016",3153,"SHOT",0,"VGK",20045
"3017",3211,"SHOT",-1,"ARI",20045
"3018",3214,"SHOT",-2,"ARI",20045
"3019",3254,"GOAL",-3,"ARI",20045
"3020",3270,"SHOT",-2,"VGK",20045
"3021",3333,"SHOT",-3,"ARI",20045
"3022",3362,"SHOT",-2,"VGK",20045
"3023",3411,"SHOT",-3,"ARI",20045
"3024",3422,"SHOT",-4,"ARI",20045
"3025",3547,"SHOT",-5,"ARI",20045
"3026",48,"SHOT",-1,"N.J",20046
"3027",119,"SHOT",-2,"N.J",20046
"3028",144,"SHOT",-3,"N.J",20046
"3029",184,"SHOT",-2,"TOR",20046
"3030",361,"SHOT",-1,"TOR",20046
"3031",400,"SHOT",0,"TOR",20046
"3032",452,"SHOT",-1,"N.J",20046
"3033",503,"SHOT",0,"TOR",20046
"3034",508,"SHOT",1,"TOR",20046
"3035",513,"GOAL",2,"TOR",20046
"3036",547,"GOAL",1,"N.J",20046
"3037",606,"SHOT",2,"TOR",20046
"3038",645,"GOAL",1,"N.J",20046
"3039",708,"SHOT",2,"TOR",20046
"3040",731,"SHOT",3,"TOR",20046
"3041",783,"SHOT",4,"TOR",20046
"3042",789,"SHOT",5,"TOR",20046
"3043",813,"GOAL",6,"TOR",20046
"3044",857,"SHOT",5,"N.J",20046
"3045",913,"SHOT",4,"N.J",20046
"3046",994,"SHOT",3,"N.J",20046
"3047",1006,"SHOT",4,"TOR",20046
"3048",1068,"SHOT",3,"N.J",20046
"3049",1209,"SHOT",2,"N.J",20046
"3050",1333,"SHOT",3,"TOR",20046
"3051",1459,"SHOT",4,"TOR",20046
"3052",1488,"SHOT",3,"N.J",20046
"3053",1568,"SHOT",2,"N.J",20046
"3054",1648,"SHOT",1,"N.J",20046
"3055",1652,"SHOT",0,"N.J",20046
"3056",1701,"SHOT",-1,"N.J",20046
"3057",1714,"SHOT",-2,"N.J",20046
"3058",1773,"SHOT",-1,"TOR",20046
"3059",1798,"GOAL",-2,"N.J",20046
"3060",1901,"SHOT",-1,"TOR",20046
"3061",1902,"SHOT",0,"TOR",20046
"3062",1917,"SHOT",-1,"N.J",20046
"3063",2006,"SHOT",0,"TOR",20046
"3064",2028,"SHOT",-1,"N.J",20046
"3065",2045,"SHOT",0,"TOR",20046
"3066",2083,"SHOT",1,"TOR",20046
"3067",2094,"SHOT",0,"N.J",20046
"3068",2094,"GOAL",-1,"N.J",20046
"3069",2118,"SHOT",0,"TOR",20046
"3070",2150,"SHOT",1,"TOR",20046
"3071",2170,"SHOT",2,"TOR",20046
"3072",2200,"SHOT",3,"TOR",20046
"3073",2216,"SHOT",4,"TOR",20046
"3074",2243,"SHOT",5,"TOR",20046
"3075",2255,"SHOT",6,"TOR",20046
"3076",2272,"SHOT",7,"TOR",20046
"3077",2301,"SHOT",8,"TOR",20046
"3078",2422,"SHOT",9,"TOR",20046
"3079",2428,"SHOT",10,"TOR",20046
"3080",2615,"GOAL",9,"N.J",20046
"3081",2663,"SHOT",10,"TOR",20046
"3082",2705,"SHOT",11,"TOR",20046
"3083",2719,"SHOT",10,"N.J",20046
"3084",2763,"SHOT",11,"TOR",20046
"3085",2766,"SHOT",12,"TOR",20046
"3086",2776,"SHOT",11,"N.J",20046
"3087",2786,"SHOT",12,"TOR",20046
"3088",2808,"SHOT",11,"N.J",20046
"3089",2912,"SHOT",10,"N.J",20046
"3090",3000,"SHOT",11,"TOR",20046
"3091",3013,"SHOT",12,"TOR",20046
"3092",3021,"SHOT",13,"TOR",20046
"3093",3085,"SHOT",14,"TOR",20046
"3094",3141,"SHOT",15,"TOR",20046
"3095",3206,"SHOT",16,"TOR",20046
"3096",3214,"GOAL",17,"TOR",20046
"3097",3233,"SHOT",18,"TOR",20046
"3098",3239,"SHOT",19,"TOR",20046
"3099",3326,"SHOT",20,"TOR",20046
"3100",3327,"SHOT",21,"TOR",20046
"3101",3378,"SHOT",20,"N.J",20046
"3102",3441,"GOAL",19,"N.J",20046
"3103",3448,"SHOT",20,"TOR",20046
"3104",3465,"SHOT",21,"TOR",20046
"3105",3527,"SHOT",20,"N.J",20046
"3106",3593,"SHOT",19,"N.J",20046
"3107",83,"SHOT",1,"WSH",20047
"3108",93,"SHOT",0,"PIT",20047
"3109",168,"SHOT",-1,"PIT",20047
"3110",182,"SHOT",-2,"PIT",20047
"3111",321,"SHOT",-3,"PIT",20047
"3112",322,"GOAL",-4,"PIT",20047
"3113",352,"SHOT",-3,"WSH",20047
"3114",445,"SHOT",-4,"PIT",20047
"3115",577,"SHOT",-5,"PIT",20047
"3116",649,"SHOT",-6,"PIT",20047
"3117",789,"SHOT",-5,"WSH",20047
"3118",879,"SHOT",-4,"WSH",20047
"3119",981,"SHOT",-3,"WSH",20047
"3120",988,"SHOT",-2,"WSH",20047
"3121",1049,"SHOT",-1,"WSH",20047
"3122",1187,"SHOT",-2,"PIT",20047
"3123",1222,"SHOT",-3,"PIT",20047
"3124",1262,"SHOT",-2,"WSH",20047
"3125",1310,"SHOT",-3,"PIT",20047
"3126",1343,"SHOT",-2,"WSH",20047
"3127",1488,"SHOT",-3,"PIT",20047
"3128",1581,"SHOT",-4,"PIT",20047
"3129",1585,"SHOT",-5,"PIT",20047
"3130",1665,"SHOT",-6,"PIT",20047
